No,Teks,Kategori
3646,"Bahkan , layanan Jamkesda di rumah sakit tingkat provinsi baru pada taraf peluncuran",Deskriptif
3647,"Selebihnya tercakup dalam Program Jamkesmas ( 26,6% ) , Askes Aparat ( 1% ) , Askes PNS ( 3,1% ) , dan Jamsostek ( 3,8% )",Deskriptif
3648,Penduduk yang tercakup dalam Program Jamkesmas dan Program Jamkesda masing-masing berjumlah 119.309 jiwa dan 46.406 jiwa,Deskriptif
3649,Perbedaan cakupan pelayanan gratis di kedua kabupaten tersebut sesuai dengan perbedaan alokasi dana yang disediakan,Argumentatif
3650,Peningkatan alokasi pada 2008 sejalan dengan dicanangkannya layanan gratis 24 jam di puskesmas,Deskriptif
3651,Masyarakat dapat memperoleh pengobatan gratis dengan hanya menunjukkan KTP dan kartu keluarga,Deskriptif
3652,Pertama dirawat 18 hari dan kedua 12 hari,Deskriptif
3653,"Seorang aparat desa mengungkapkan , aoeSalah seorang warga saya mengalami gangguan jiwa",Naratif
3654,Hasil wawancara dengan beberapa rumah tangga membuktikan bahwa komitmen tersebut sangat bermanfaat bagi masyarakat,Deskriptif
3655,"Menurut diagnosa dokter , dia terkena penyakit radang usus",Argumentatif
3656,"Sekarang sudah sehat dan tidak dipungut biaya sama sekalia ( laki-laki , Kabupaten Banjar , 17 Oktober 2009 )",Interaktif
3657,"Ketika terjadi KKG , program kesehatan gratis tersebut sangat membantu masyarakat",Argumentatif
3658,"Selain itu , seorang responden rumah tangga mengungkapkan , aoeAnak saya meninggal di RSUD Sekayu ketika dia berumur 5 tahun",Naratif
3659,"Meskipun demikian , dalam pelaksanaan di tingkat masyarakat , pelayanan kesehatan tersebut masih mengalami hambatan",Argumentatif
3660,"Kedua , pelayanan gratis tidak dengan serta-merta diikuti pelayanan prima",Deskriptif
3661,"Di salah satu puskesmas yang dikunjungi , misalnya , tingkat kunjungan pasien tetap berkisar antara 30 dan 40 orang per hari",Deskriptif
3662,"Karena sosialisasi program yang sangat minim , terdapat masyarakat yang tidak mengetahui manfaat Jamkesmas",Argumentatif
3663,"Pertama , terdapat hambatan biaya dan fasilitas transportasi untuk mencapai sarana kesehatan , khususnya bagi masyarakat miskin",Deskriptif
3664,"Ada pula keluhan terkait tidak manjur , tidak beragam , atau kurang tersedianya obat-obatan di puskesmas",Deskriptif
3665,"Keempat , layanan kesehatan gratis masih perlu didukung oleh tenaga medis yang memadai",Argumentatif
3666,Masih ada masyarakat yang belum memiliki kedua kartu tersebut atau tidak membawanya saat berobat,Deskriptif
3667,Sebagian dari mereka menggunakan obat-obatan yang dijual bebas di warung-warung sekitar rumah mereka,Deskriptif
3668,Responden tidak paham secara rinci bagaimana proses verifikasinya,Deskriptif
3669,"Sebagian lainnya , terutama yang mempunyai cukup dana , lebih memilih pelayanan di tempat praktik tenaga medis atau bidan",Deskriptif
3670,"Seperti dituturkan oleh beberapa responden rumah tangga , proses awal seleksi rumah tangga penerima BLT melibatkan aparat desa",Naratif
3671,"Padahal , masih banyak rumah tangga miskin dengan kondisi rumah memprihatinkan tidak menjadi penerima BLT",Argumentatif
3672,Proses pencairan dana juga melibatkan aparat kepolisian setempat,Deskriptif
3673,"Pada umumnya , aparat desa dan responden rumah tangga menyatakan bahwa penargetan rumah tangga penerima BLT relatif tepat",Deskriptif
3674,"Pada BLT 2009 , pencairan dana hanya dilakukan satu kali pada akhir Februari sebesar Rp200.000 untuk jatah dua bulan",Deskriptif
3675,"Hampir sama dengan dana BLT 2005 yang dicairkan dalam beberapa tahap setiap tiga bulan , dana BLT 2008 dicairkan dalam dua tahap",Deskriptif
3676,Pelayanan pencairan dana terpusat di kantor pos kecamatan karena kantor pos tidak menyediakan tempat layanan tambahan,Deskriptif
3677,"Saat mencairkan dana , rumah tangga penerima harus membawa KTP dan kartu penerima BLT",Deskriptif
3678,Pihak yang biasa mewakili pencairan dana adalah ketua RT atau sanak keluarga penerima,Deskriptif
3679,"Di beberapa tempat , pencairan dana melalui ketua RT dikenai biaya Rp15.000 per penerima sebagai pengganti biaya transpor",Deskriptif
3680,Hampir semua responden penerima BLT menerima dana secara utuh tanpa potongan dari pihak manapun,Deskriptif
3681,Umumnya responden penerima menggunakan sebagian dana BLT untuk memenuhi kebutuhan konsumsi sehari-hari,Deskriptif
3682,Masyarakat merasa terbantu oleh BLT karena dapat meringankan beban hidup,Argumentatif
3683,"Dengan adanya tambahan pemasukan dari dana BLT , mereka bisa meningkatkan kualitas konsumsi selama beberapa hari",Deskriptif
3684,Mereka lebih setuju dengan program padat karya yang lebih berorientasi pemberdayaan,Argumentatif
3685,Waktu pencairan BLT 2008 dan BLT 2009 yang dilakukan saat krisis sedang berlangsung menjadikan BLT memberi manfaat lebih,Argumentatif
3686,Kabupaten Banjar adalah salah satu lokasi pilot pelaksanaan PKH,Deskriptif
3687,"Karenanya , ketika pelaksanaan BLT tidak berlanjut sejak Maret 2009 , banyak masyarakat yang mempertanyakan dan merasa kehilangan",Argumentatif
3688,Mereka berharap BLT akan kembali dilanjutkan sehingga mereka memiliki sumber keuangan tambahan yang dapat diandalkan,Argumentatif
3689,"Pada 2008 , PKH dilaksanakan di sembilan kecamatan yang merupakan penunjukkan langsung Tim PKH Pusat",Deskriptif
3690,"Secara umum , sasaran penerima PKH di wilayah studi sudah tepat",Deskriptif
3691,"Pada 2009 , terdapat penambahan wilayah pelaksanaan PKH menjadi sepuluh kecamatan",Deskriptif
3692,Pemutakhiran data dilakukan berdasarkan hasil pertemuan bulanan pendamping dengan kelompok rumah tangga penerima,Deskriptif
3693,"Menurut UPPKH tingkat kabupaten , data RTSM sasaran dimutakhirkan oleh pendamping setiap akan dilakukan pencairan dana",Argumentatif
3694,"( i ) tingkat kemiskinan lebih dari 600 RTSM , ( ii ) adanya masalah gizi buruk , dan ( iii ) tingkat pendidikan rendah",Deskriptif
3695,"Karenanya , jumlah RTSM sasaran mengalami perubahan pada hampir setiap pencairan dana",Argumentatif
3696,"Meskipun demikian , di tingkat kecamatan dan desa studi , pemutakhiran data RTSM sasaran tidak berjalan sebagaimana mestinya",Naratif
3697,Hanya seorang responden yang menyatakan pernah didatangi pendamping,Naratif
3698,Hal ini ditandai oleh adanya rumah tangga yang sudah tidak memenuhi persyaratan tetapi masih menjadi penerima PKH,Deskriptif
3699,Tidak optimalnya pemutakhiran data RTSM berkaitan erat dengan kurang berjalannya kegiatan pendampingan,Argumentatif
3700,"Di salah satu desa studi , satu rumah tangga yang anak usia sekolahnya telah meninggal pada 2008 masih menerima PKH",Deskriptif
3701,Hampir semua responden penerima PKH menyatakan tidak pernah ada pertemuan rutin atau kunjungan pendamping ke rumah atau desa,Deskriptif
3702,Seorang pendamping bertugas untuk mendampingi sekitar 200 RTSM sasaran,Deskriptif
3703,"Lemahnya kegiatan pendampingan , antara lain , disebabkan luasnya wilayah dan tersebarnya rumah tangga dampingan",Argumentatif
3704,"Selain itu , domisili pendamping yang tidak di wilayah dampingan turut memengaruhi lemahnya pendampingan",Argumentatif
3705,Pemberitahuan datangnya dana disampaikan oleh pendamping melalui kepala desa,Deskriptif
3706,Pencairan dana PKH untuk RTSM sasaran dilakukan setiap empat bulan,Deskriptif
3707,"Di wilayah studi , seorang pendamping harus mendampingi RTSM penerima yang tersebar di 26 desa dan letak rumahnya berjauhan",Deskriptif
3708,Pendamping di wilayah studi berasal dari ibu kota provinsi dengan waktu tempuh kendaraan bermotor sekitar dua jam,Deskriptif
3709,Pengambilan dana dapat dilakukan selama periode 40 hari sejak dana mulai dicairkan,Deskriptif
3710,Mereka hanya mengeluarkan biaya transpor antara Rp10.000-Rp35.000,Deskriptif
3711,Sebagian besar responden penerima PKH menerima dana secara utuh tanpa potongan,Deskriptif
3712,"Jika sampai batas waktu tersebut dana tidak diambil oleh RTSM sasaran , dana akan dikembalikan ke kas negara",Deskriptif
3713,"Pada 2009 , telah dilakukan dua kali pencairan , yakni pada April dan Juni 2009",Deskriptif
3714,"Jika orang yang bersangkutan tidak bisa hadir , bisa diwakili anggota keluarga atau pihak lain dengan membawa surat kuasa",Deskriptif
3715,"Selain itu , di desa studi lain , terdapat RTSM penerima yang menerima dana PKH dalam jumlah yang berbeda",Deskriptif
3716,"Meskipun terjadi pemotongan , RTSM tidak berusaha untuk mengetahui alasannya atau mengajukan keberatan",Naratif
3717,"Pada tahap pertama , ia menerima Rp780.000 , sedangkan pada tahap berikutnya hanya menerima Rp770.000",Argumentatif
3718,"Akan tetapi , karena jumlah penerima terbatas , dampak program terhadap masyarakat secara umum tidak terasa",Deskriptif
3719,PKH dirasakan cukup membantu RTSM penerima yang umumnya merupakan buruh tani yang terkena dampak KKG,Argumentatif
3720,"Namun , terdapat pula rumah tangga yang menggunakannya untuk keperluan konsumsi sehari-hari dan membayar utang",Naratif
3721,Kebijakan tersebut menyebabkan terhambatnya pelaksanaan KUR yang tergambar dari menurunnya realisasi penyaluran kredit,Argumentatif
3722,"Pada 2009 , capaian realisasi KUR mengalami penurunan cukup drastis",Deskriptif
3723,Hal ini berarti setiap bulannya lebih dari 1 triliun rupiah KUR tersalurkan,Deskriptif
3724,Hal ini memperpanjang waktu proses pengucuran kredit,Deskriptif
3725,Bank Indonesia berharap nasib KUR tidak sama dengan program kredit massal sebelumnya yang sarat dengan penyelewengan,Argumentatif
3726,Terdapat beberapa hal yang diidentifikasi sebagai penyebab utama rendahnya realisasi KUR 2009,Deskriptif
3727,"Berdasarkan hasil pengamatan di beberapa posyandu, tingkat kehadiran masyarakat di posyandu berkisar antara 29%-95%",Deskriptif
3728,"Di NTT, karena posyandu merupakan andalan utama masyarakat, tingkat kehadiran masyarakat di posyandu lebih tinggi",Deskriptif
3729,"Beda kalau ada makanan, penuh, sampai antri",Naratif
3730,"Saat jadwal posyandu, ibu-ibu sedang jual kain di Tegal Gubug",Naratif
3731,"Apalagi kalau tidak ada makanan tambahan [PMT], yang datang setengahnya",Argumentatif
3732,"Sudah diajak, tapi tidak mau, walau sudah diumumkan oleh bapak RW lewat speaker keliling",Naratif
3733,"Posisi kedua ditempati oleh kader posyandu, diikuti oleh dokter",Deskriptif
3734,"Kalau sedang panen atau sibuk tanam atau kasi bersih rumput, juga tidak pergi ke posyandu",Deskriptif
3735,"Tidak sedikit juga dari masyarakat yang mendapatkan informasi dari televisi, koran, buku, poster, atau selembaran",Deskriptif
3736,"Lokasi bidan terlalu jauh [sekitar 4 km], bahkan ada pencuri di malam hari",Naratif
3737,"Jadi lebih baik dong ke dukun [beranak], supaya dong omongnya kekeluargaan, gitu",Argumentatif
3738,"Kesaksian seorang perempuan dari Desa Oehela, Batu Putih, TTS, NTT terkait hal tersebut",Naratif
3739,"Berdasarkan kriteria tersebut, Tabel 6 menyajikan tingkat kepuasan masyarakat terhadap pelayanan KIA modern",Deskriptif
3740,"Dia melayani kita 24 jam, bahkan mau datang ke dusun kita yang jauh ini",Naratif
3741,"Pada umumnya, masyarakat merasa puas dengan pelayanan yang diberikan oleh bidan desa dan polindes",Deskriptif
3742,"Hanya karena kebanyakan pasien saja, harus antri",Naratif
3743,"Sekarang gratis, tapi kadang buat peserta JPS kadang disepelekan",Deskriptif
3744,"Kurang puas karena kurang teliti, kurang ramah, dan kadang judes",Argumentatif
3745,"Sebagian masyarakat tidak puas terhadap fasilitas pelayanan KIA di luar desa, terutama puskesmas dan rumah sakit rujukan",Deskriptif
3746,"Waktu anak ketiga lahir, saya ditolong dukun [beranak] karena saat itu Bidan Sonde [tidak] ada di tempat",Naratif
3747,"Kenyataannya adalah bahwa pascatahun 80-an, banyak dukun beranak yang sudah terlatih",Deskriptif
3748,"Kalau diperkirakan bayinya keluarnya bakal tidak susah, yah mending cukup dengan dukun beranak",Argumentatif
3749,"Apabila posisi janin baik dan kelahiran diperkirakan lancar, masyarakat hanya menggunakan jasa dukun beranak saja",Deskriptif
3750,"Kalau dukunnya tidak sanggup baru ke bidan, apalagi sekarang paraji juga harus dampingan dengan bidan",Deskriptif
3751,"Dukun beranak, terutama yang terlatih, selalu berusaha untuk menjalin komunikasi dengan para bidan desa",Deskriptif
3752,"Dan, jika memang diharuskan, mereka akan turun tangan membantu proses persalinan",Deskriptif
3753,"Jika kondisi mendesak, mereka akan menemani pasien sambil menunggu kehadiran bidan",Deskriptif
3754,"Setelahnya, pasti mereka akan mengingatkan pasien untuk mengontrol kondisi kesehatan mereka ke bidan",Deskriptif
3755,"Bahkan, ada sebagian dari mereka yang tidak lagi mempercayai atau tidak menjalankan hal-hal tersebut",Deskriptif
3756,"Melalui program ini, dilakukan pembagian kerja dan fungsi antara ketiganya",Deskriptif
3757,"Hal ini, misalnya, terjadi di Desa Taunbaen, Biboki Utara, TTU",Deskriptif
3758,"Di Kabupaten Cirebon, peran aparat desa bervariasi",Deskriptif
3759,"Sebagai contoh, kebijakan Pemda Kabupaten Sumedang dilaksanakan dengan sangat baik di tingkat desa",Deskriptif
3760,"kepala desa, kepala dusun, dan kader posyandu selalu memantau siapa saja yang belum mendapat pelayanan KIA",Deskriptif
3761,"Bahkan, ada beberapa kepala desa yang mengerahkan warganya untuk membangun polindes dan rumah bidan sederhana",Deskriptif
3762,"Di samping itu, aparat desa juga memberlakukan denda sebesar Rp2.500-Rp5.000 bagi masyarakat yang tidak hadir di posyandu",Deskriptif
3763,"Namun, ketika masyarakat sudah merasakan manfaatnya, lama-kelamaan kesadaran murni tersebut akan timbul dengan sendirinya",Argumentatif
3764,"Seperti diuraikan sebelumnya, posisi kader posyandu sangat sentral dalam mendorong masyarakat untuk menggunakan KIA modern",Naratif
3765,"Bahkan, seorang kiai di Nagarawangi, Sumedang adalah tokoh utama gerakan aoeRancakalong bersih dan sehat.a",Deskriptif
3766,"Di tingkat masyarakat, penggunaan pelayanan KIA juga sangat dipengaruhi oleh faktor-faktor dalam keluarga",Deskriptif
3767,dorongan terkuat terutama berasal dari kader posyandu dan juga teman/tetangga,Naratif
3768,"kerja kebun, ke sawah, atau ke mana saja",Deskriptif
3769,"Di sebagian daerah, ada organisasi sosial kemasyarakatan yang terlibat dalam kegiatan KIA",Deskriptif
3770,"Tokoh adat, terutama di NTT, adalah aktor lain yang juga ikut berperan dalam mendorong ibuibu untuk menggunakan pelayanan KIA",Deskriptif
3771,"Hal ini disampaikan oleh seorang bidan di Batu Putih, TTS, NTT",Deskriptif
3772,"Tetapi kenyataannya, bukan anak sendiri yang makan, satu rumahpun turut makan",Argumentatif
3773,"Seperti waktu itu, ada program makanan tambahan untuk anak gizi kurang dan gizi buruk selama 90 hari",Naratif
3774,"Ternyata, masyarakat yang tidak berhak pun mendapatkan bantuan susu aoedalam kotak kecila",Argumentatif
3775,"Walaupun angka mengulang mengalami penurunan, jumlahnya masih cukup besar",Deskriptif
3776,"Namun, hal ini tidak berlaku di sebagian besar desa di NTT",Argumentatif
3777,"Masalah bantuan ini juga ditemui ketika pengamatan sedang berlangsung di salah satu posyandu di Desa Sekon, TTU",Deskriptif
3778,"Secara kuantitas, keberadaan SD di setiap desa dinilai sudah mencukupi",Deskriptif
3779,"Kebanyakan SD di sebagian besar desa di NTT merupakan SD swasta agama, didominasi oleh SDK",Deskriptif
3780,"Akan tetapi, apabila dilihat dari APM dan APK SMP, ada banyak anak usia 13-15 tahun yang tidak melanjutkan sekolah ke SMP",Argumentatif
3781,"Kalau di Jawa Barat hampir semua bangunan SD dan SMP sudah permanen, lain halnya di NTT",Deskriptif
3782,"SMPN umumnya berada di ibu kota kecamatan, baik di Jawa Barat maupun di NTT",Argumentatif
3783,"Kondisi ini banyak ditemukan di Desa Hauteas, Biboki Utara, TTU dan Desa Falas, Kie, TTS",Deskriptif
3784,"Sebagai contoh, di Desa Mundu Pesisir, Mundu, Cirebon, masyarakat lebih banyak memilih SDN 3",Naratif
3785,"Tidak seperti SD, secara kuantitas, SMP dinilai masih kurang meskipun sarana KBM dan prasarana sekolahnya lebih baik dari SD",Argumentatif
3786,"Misalnya, kriteria usia minimal masuk SD ditetapkan harus berumur 7 tahun",Deskriptif
3787,"Di Cakrawati, ada tiga anak yang masih kecil yang seharusnya masih di TK",Argumentatif
3788,"Di hampir semua wilayah, anak dengan keterbelakangan mental juga ditolak masuk SD",Argumentatif
3789,"Karena alasan jarak, masyarakat lebih banyak memilih SD di dusun terdekat meskipun ada SD yang lebih bagus di dusun lain",Deskriptif
3790,"Kalaupun ada yang kita tolak, itu karena mereka tidak memenuhi syarat",Argumentatif
3791,"Di NTT, sekolah juga mensyaratkan akta kelahiran dari pihak gereja untuk memastikan latar belakang orang tua calon murid",Deskriptif
3792,Nenek mengajak Upik jalan-jalan ke toko,Naratif
3793,Upik adalah cucu kesayangan Neneknya.,Naratif
3794,Mereka berdua sama-sama suka dengan bebek.,Naratif
3795,"Nek, ada bantal bebek! Upik belum punya.",Interaktif
3796,"Kami beli dua bantal, ya!",Interaktif
3797,"Nek, Upik juga belum punya baju bergambar bebek seperti itu!",Interaktif
3798,Nenek juga suka melihatnya,Interaktif
3799,"Baju itu memang cocok buat kamu, Upik!",Interaktif
3800,Baju ini ada sepasang,Interaktif
3801,Nenek membayar untuk dua baju,Naratif
3802,Sayang harganya mahal dan tinggal satu,Naratif
3803,Nenek tidak mau membelikan.,Naratif
3804,"Nenek mengalah, tidak jadi membelinya",Naratif
3805,Sampai di rumah mereka mencoba baju baru.,Naratif
3806,"Waktu itu, hari Senin. Aku bangun kesiangan.",Naratif
3807,Aku dengan tergesa-gesa memakai sepatu.,Naratif
3808,"Akhirnya, aku sampai juga di sekolah.",Naratif
3809,Aku mengikuti upacara di barisan belakang,Naratif
3810,"Setelah selesai upacara, aku mengikuti pelajaran",Naratif
3811,"Pulang sekolah, Nino melihat orangtuanya sibuk menata parsel",Naratif
3812,"Wah, parselnya banyak sekali! Untuk siapa saja ini?",Interaktif
3813,Buat teman-teman dan relasi ayah,Interaktif
3814,"Memangnya, kalau lebaran harus bagi-bagi parsel ya?",Interaktif
3815,"Bona, kita berenang di bendungan di tepi hutan, yuk!",Interaktif
3816,Bendungan di tepi hutan itu merupakan bendungan kecil yang sudah tua,Naratif
3817,Anak-anak senang sekali berenang di bagian bawah bendungan itu.,Naratif
3818,"Syukurlah, semua anak selamat",Interaktif
3819,"Tak lama kemudian, Pak Penjaga Bendungan datang",Naratif
3820,"Terima kasih Bona, Rong Rong, kalian sudah menyelamatkan anak-anak",Interaktif
3821,Bendungan ini harus segera diperbaiki,Interaktif
3822,Mengapa tidak ada yang mau bermain bersamaku?,Interaktif
3823,"Mereka pikir kamu menakutkan, karena kamu seekor singa",Interaktif
3824,Maukah kalian turun dan bermain bersamaku?,Interaktif
3825,Kami tidak suka singa! Gigi-gigimu besar dan menyeramkan.,Interaktif
3826,Leo berjalan lagi dan tiba di sebuah kolam,Naratif
3827,Tapi aku tidak bisa melihatmu,Interaktif
3828,Saya tidak bermain dengan para singa. Mereka suka mengaum!,Interaktif
3829,Aku boleh mencoba?,Interaktif
3830,Santailah! Alarm sudah kupasang dan akan berbunyi 20 menit lagi!,Interaktif
3831,Paman gila ya?,Interaktif
3832,Bangun paman Donal!,Interaktif
3833,Paman seharusnya bangun 40 menit lalu!,Interaktif
3834,Sayabisa berjam-jam disin!,Interaktif
3835,Jangan terlalu lama! Paman nggak punya waktu lagi!,Interaktif
3836,"Wah, saya tampan sekali hari ini!",Interaktif
3837,Sepuluh menit lagi pukul sembilan! Mungkin saya harus berangkat!,Interaktif
3838,Saya nggak menegerti!,Interaktif
3839,Jangan khawatir! Saya akan tiba pada waktunya!,Interaktif
3840,"Setengah menit lagi, sempurna!",Interaktif
3841,Hei! Kamu menghalangi jalan! Cepat jalan,Interaktif
3842,Saya rasa harus berbalik!,Interaktif
3843,"Saya tidak percaya, lampu merah lagi!",Interaktif
3844,"Kenapa Paman Gober memanggil kita, Paman Donal?",Interaktif
3845,"Halo anak-anak, langsung masuk saja.",Interaktif
3846,Siapa yang bisa kita mintai bantuan?,Interaktif
3847,"Saya tidak peduli, saya harus mendapatkan buku itu!",Interaktif
3848,"Jangan biarkan dia jatuh, Paman Gober! Itu hanya sebuah buku!",Interaktif
3849,"Tolong saya, Gober! Saya tidak bisa bertahan lama lagi",Interaktif
3850,"Serahkan buku, itu, Mimi!",Interaktif
3851,"Pegang tanganku, Paman Donal",Interaktif
3852,"Perjalanan pulang akan menyenangkan, nih",Interaktif
3853,"Cukup sudah, saya harus melakukan sesuatu!",Interaktif
3854,Semua kemungkinan bisa terjadi,Interaktif
3855,Ayo kita mulai kesenangan ini! Di mana lembaran buku lainnya?,Interaktif
3856,Apa kau bilang?,Interaktif
3857,"Aneh, pintunya tidak terkunci",Interaktif
3858,Semoga dia masih menghitung uangnya seperti biasa,Interaktif
3859,"Tanpa listrik, malam ini sangat gelap. Saya tak bisa mengedipkan mata",Interaktif
3860,"Maaf, saya tidak tahu dia menghilang!",Interaktif
3861,Luar biasa! Saya tidak percaya!,Interaktif
3862,Kami tidak mendengar apa pun!,Interaktif
3863,Aku yakin ada suara dari luar!,Interaktif
3864,"Halo, Gober! Kamu pasti tahu kenapa saya ada disini?",Interaktif
3865,Coba lihat apa isi kantongmu?,Interaktif
3866,"Saya selalu ada disini! Tapi kata Lung, saya berada di dimensi lain",Interaktif
3867,"Sayang, kamu sangat cantik",Interaktif
3868,Ada semacam perasaan bebas dalam dirimu,Naratif
3869,Berikan cintamu pada saya,Naratif
3870,Saya akan membawamu ke langit indah itu,Naratif
3871,Saya akan membawamu ke malam ini,Naratif
3872,Segala sesuatu tentang dirimu begitu sempurna,Naratif
3873,Saya ingin jatuh ke dalam mata hitammu,Naratif
3874,Saat saya melihat matamu yang indah,Naratif
3875,Izinkan saya memberitahu kamu sesuatu,Naratif
3876,Suaramu adalah nyanyian musim panas,Naratif
3877,"Saya minta maaf, tapi saya tak menyesal",Naratif
3878,Semua itu tidak ada gunanya,Naratif
3879,Saya pernah menjadi kekasihmu,Naratif
3880,Sekarang saya jadi yang terbaik,Naratif
3881,Kamu duduk di atas penderitaanmu,Naratif
3882,Saya tidak punya waktu untuk mengurus semua masalah,Naratif
3883,Saya hanya akan mengurus diri saya sendiri mulai sekarang!,Naratif
3884,Saya ingin pergi jauh dan bersinar terang,Naratif
3885,"Jangan menghibur saya, tidak perlu kasihan",Naratif
3886,Tidak perlu tetap bersama saya,Naratif
3887,Tidak perlu memikirkan saya,Naratif
3888,Saya sudah biasa sendiri,Naratif
3889,Saya sulit tidur menghadapi kenyataan sulit ini,Naratif
3890,"Coba mencari kesibukan, tetapi minum-minum lagi.",Naratif
3891,Meskipun saya merasa lebih baik sendiri,Naratif
3892,Saya jadi tidak peduli dengan apa yang terjadi,Naratif
3893,Rasa kesepian ini terus menghantam saya,Naratif
3894,Saya menjadi lelah saat saya ingin melakukan banyak hal,Naratif
3895,Jawaban saya akan selalu dengan senyuman saat orang bertanya kabar saya,Naratif
3896,Saya kasihan pada diri saya sendiri,Naratif
3897,Saya merasa tidak berdaya,Naratif
3898,"Kalau kamu melihat saya menangis, tolong tinggalkan saja saya",Naratif
3899,Perpisahan ini terasa sulit,Naratif
3900,Ini akan terasa lebih baik dalam satu atau dua hari kedepan,Naratif
3901,Saya tidak akan mati hanya karena ditinggalkan,Naratif
3902,Sama seperti angin bertiup,Naratif
3903,Kamu menghancurkan seluruh hati saya ketika kamu tertawa,Naratif
3904,Seolah kesedihan saya tak ada artinya bagimu,Naratif
3905,Saya tidak ingin memulainya kalau tahu kamu akan pergi,Naratif
3906,Kamu tidak tahu apa-apa,Naratif
3907,Katamu semua ini untuk saya,Naratif
3908,Saya pikir saya akan menjadi orang yang berbeda,Naratif
3909,Tapi satu kebiasaanmu yang juga saya miliki,Naratif
3910,"Bodohnya, rasa itu tetap ada",Naratif
3911,Sesuatu yang terasa seperti penyesalan,Naratif
3912,Saya tidak tahu beratnya perpisahan ini,Naratif
3913,Kenapa saya harus berjumpa dengannya?,Naratif
3914,Kenapa saya harus memilih perpisahan ini?,Naratif
3915,Api  yang sudah padam menyala lagi,Naratif
3916,Apakah ini karena rindu yang menyakitkan ini?,Naratif
3917,Dengan akhir cerita yang bagus,Naratif
3918,Lampu-lampu telah padam,Naratif
3919,"Hei, tidak apa meghadapi perpisahan",Naratif
3920,Hari kemarin kita sudah bukan lagi hari esok,Naratif
3921,Kenangan yang akan selalu kuingat seumur hidupku,Naratif
3922,"Kalau ada kamu didalamnya, itu sudah cukup",Naratif
3923,"Sekarang kita ada di mana, aku saya juga tidak tahu",Naratif
3924,Saat aku tiduran dengan orang lain,Naratif
3925,Kau ada di dalam kepala saya dan saya tak bisa mengeluarkannya,Naratif
3926,Saya tahu saya akan kembali untuk mu,Naratif
3927,Seandainya saya bisa melakukan semuanya lagi,Naratif
3928,Kita tidak pernah serius,Naratif
3929,Dan apa gunanya bersembunyi,Naratif
3930,"Dan saya menyesal, andai saja saya tidak mengatakannya",Naratif
3931,Saya ingin tidur di bawah pohon,Naratif
3932,Saya ingin berjalan sendiri,Naratif
3933,Bisakah kamu tau perasaan saya meski tidak saya katakan?,Naratif
3934,"Ditempat itu, dimana kita bisa kembali saling  memandang dan tersenyum",Naratif
3935,"Saya akan menjadi bungamu, lelaki yang berhenti ditengah waktu",Naratif
3936,"Sejak saat itu, saya berani menunjukkan isi hati saya",Naratif
3937,Bagi saya kamu lebih cantik dari dia,Naratif
3938,Tetapi saya tidak berani untuk membacanya,Naratif
3939,Cerita kita tidak akan pernah berakhir,Naratif
3940,Karena kita akan bertemu lagi,Naratif
3941,Kamu selalu menungguku,Naratif
3942,Di tempat yang sama seperti biasa,Naratif
3943,Jangan percaya pada saya seperti orang bodoh,Naratif
3944,Mengapa kamu menipu saya,Naratif
3945,"Maaf, saya tidak bisa melindungimu",Naratif
3946,Saya harap kamu baik-baik saja,Naratif
3947,Saya selalu di tempat yang berbeda,Naratif
3948,Setiap malam bersama teman-teman,Naratif
3949,Saya keluar sepanjang malam,Naratif
3950,Kamu orang terakhir,Naratif
3951,"Tolong maafkan saya, tidak bisa mencintaimu",Naratif
3952,Janji yang kita buat untuk bersama selamanya,Naratif
3953,Tidak ada waktu untuk bernapas,Naratif
3954,Tentu saja kamu membenci saya,Naratif
3955,"Mengapa kamu diam saja, ketika kita bertemu",Naratif
3956,Mengapa kamu datang sekarang?,Naratif
3957,"Gadis, bisakah saya menanyakan sesuatu?",Naratif
3958,Kita punya hubungan yang baik,Naratif
3959,Saya tidak bisa berhenti tersenyum,Naratif
3960,Saya sungguh menyukaimu,Naratif
3961,Saya benar-benar takut untuk membiarkanmu,Naratif
3962,Kamu harus menjadi bahagia,Naratif
3963,Saya akhirnya menangis,Naratif
3964,Saya tahu kamu tidak akan melihat saya,Naratif
3965,Saya harap kita menjadi teman,Naratif
3966,Berpisah itu mudah,Naratif
3967,Selalu berjalan seperti ini,Naratif
3968,"Saya dan keinginan saya , diatas kebutuhan",Naratif
3969,Hidup di akhir bulan,Naratif
3970,Saya harus bertahan,Naratif
3971,Saya harus merubah diri,Naratif
3972,Saya wanita yang punya cinta di hati,Naratif
3973,Hati ini tidak mungkin terbagi,Naratif
3974,Sampai nanti bila saya mati,Naratif
3975,Salahkah bila saya mecinta?,Naratif
3976,Salahkah bila semua selalu tentangmu?,Naratif
3977,Izinkan agar kusampaikan,Naratif
3978,Saya tahu walau kamu dengannya,Naratif
3979,"Jalani bersama saya, kau pasti akan bahagia",Naratif
3980,"Menari bersamaku, temani hingga akhir watu",Naratif
3981,Tak bisa kumiliki kurelakan semua,Naratif
3982,Saya mencintainya tapi tak dicintai,Naratif
3983,Aku pun mulai berpikir,Naratif
3984,Ku sakit hati dan mulai ku merasa,Naratif
3985,Tak usah ku dekatimu lagi,Naratif
3986,Kau dan aku tercipta oleh waktu,Naratif
3987,Hanya untuk saling mencintai,Naratif
3988,Mungkin kita ditakdirkan bersama,Naratif
